code,city,hospName,hospID,hospAddress,latitude,longitude,hospTel
01,臺北市,長庚紀念醫院,1101010012,臺北市松山區敦化北路199號,25.055508,121.549618,02-27135211
01,臺北市,馬偕紀念醫院,1101100011,臺北市中山區中山北路二段92號,25.058883,121.522558,02-25433535
01,臺北市,臺北市立萬芳醫院,1301200010,臺北市文山區興隆路三段111號,25.000305,121.55833,02-29307930
01,臺北市,臺北榮民總醫院,0601160016,臺北市北投區石牌路二段201號,25.119181,121.519166,02-28712121
01,臺北市,三軍總醫院,0501110514,臺北市內湖區成功路二段325號,25.0718,121.591982,02-27903311
01,臺北市,新光吳火獅紀念醫院,1101150011,臺北市士林區文昌路95號,25.09624,121.520289,02-28332211
01,臺北市,臺北市立聯合醫院仁愛院區,0101090517,臺北市大安區仁愛路四段10號,25.03754,121.545302,02-27093600
01,臺北市,臺北市立聯合醫院忠孝院區,0101090517,臺北市南港區同德路87號,25.03754,121.545302,02-27093600
01,臺北市,臺北市立聯合醫院陽明院區,0101090517,臺北市士林區雨聲街105號,25.03754,121.545302,02-27093600
01,臺北市,臺北市立聯合醫院中興院區,0101090517,臺北市大同區鄭州路145號,25.03754,121.545302,02-27093600
01,臺北市,臺北市立聯合醫院和平院區,0101090517,臺北市中正區中華路二段33號,25.03754,121.545302,02-27093600
01,臺北市,振興醫院,1101160017,臺北市北投區振興街45號,25.117543,121.5224,02-28264400
01,臺北市,康寧醫院,1101110026,臺北市內湖區成功路五段420巷26號,25.075952,121.608779,02-26343500
01,臺北市,臺大醫院北護分院,0401190010,臺北市萬華區內江街87號,25.041739,121.503546,02-23717101
01,臺北市,三軍總醫院北投分院,0501160014,臺北市北投區新民路60號,25.139804,121.509701,02-28959808
01,臺北市,三軍總醫院松山分院,0501010019,臺北市松山區健康路131號,25.05394,121.557705,02-27648851
01,臺北市,臺北市立關渡醫院,0701160518,臺北市北投區知行路225巷12號,25.120187,121.466358,02-28587000
01,臺北市,臺安醫院,1101010021,臺北市松山區八德路二段424號,25.048052,121.547276,02-27118151
01,臺北市,郵政醫院,0901180023,臺北市中正區福州街14號,25.028749,121.518698,02-23956755
01,臺北市,宏恩醫院,1101020036,臺北市大安區仁愛路4段61號,25.038198,121.546674,02-27713161
01,臺北市,西園醫療財團法人西園醫院,0901190010,臺北市萬華區西園路二段270號,25.027702,121.494428,02-23076968
01,臺北市,同仁院醫療財團法人萬華醫院,1401190039,臺北市萬華區中華路2段606巷6號,25.024049,121.509826,02-23059292
01,臺北市,臺北市立聯合醫院忠孝院區南港門診部,2101120014,臺北市南港區南港路一段360號1樓,25.054528,121.606758,02-27868756
01,臺北市,祐民聯合診所,3501161238,臺北市北投區中央南路一段207號,25.128337,121.501341,02-28951301
01,臺北市,欣安耳鼻喉科診所,3501163312,臺北市北投區石牌路一段152號,25.114276,121.51316,02-28210501
01,臺北市,李伯匯小兒科診所,3501161185,臺北市北投區石牌路一段93號,25.113924,121.511754,02-28221212
01,臺北市,何叔芳小兒科診所,3501162940,臺北市北投區裕民四路4號1樓,25.115445,121.515848,02-28206886
01,臺北市,張參雄診所,3501160991,臺北市北投區光明路166號,25.135,121.502641,02-28926555
01,臺北市,昱德聯合診所,3501161363,臺北市北投區光明路102號1樓,25.133095,121.501217,02-28975050
01,臺北市,紀耳鼻喉科診所,3501160311,臺北市北投區石牌路2段57號,25.116631,121.516056,02-28214485
01,臺北市,洪耳鼻喉科診所,3501160231,臺北市北投區中央南路1段43號,25.132204,121.501448,02-28928769
01,臺北市,杏華診所,3501160937,臺北市北投區知行路218號,25.120377,121.467232,02-28585522
01,臺北市,黃正宏診所,3501163036,臺北市北投區西安街1段359號,25.114287,121.515314,02-28217076
01,臺北市,萬泰診所,3501161372,臺北市北投區中央北路2段52號,25.137172,121.495088,02-28930727
01,臺北市,蘇慧卿診所,3501151161,臺北市士林區大南路274號,25.088747,121.519682,02-28829955
01,臺北市,貝爾聯合診所,3501153236,臺北市士林區中山北路七段82巷9號1樓,25.12134,121.532454,02-28729980
01,臺北市,高醫師家庭醫學科診所,3501151376,臺北市士林區中山北路七段17號2樓,25.119121,121.53049,02-28744545
01,臺北市,華崗文化診所,3501154242,臺北市士林區菁山路26號,25.138075,121.54718,02-26626188
01,臺北市,存德小兒科診所,3501150422,臺北市士林區文林路460號,25.095638,121.524559,02-28342567
01,臺北市,平安診所,3501153567,臺北市士林區社子街36號,25.087437,121.507659,02-28167263
01,臺北市,李世澤小兒科內科診所,3501150208,臺北市士林區社子街67號,25.087519,121.506714,02-28111472
01,臺北市,德泰耳鼻喉科診所,3501151054,臺北市士林區通河街42-1號,25.080459,121.52143,02-28851570
01,臺北市,車參薇診所,3501011493,臺北市松山區八德路三段195號1樓,25.048162,121.55619,02-25770101
01,臺北市,親親家庭診所,3501013059,臺北市松山區南京東路五段347號1樓,25.051546,121.567756,02-25283232
01,臺北市,榮恩耳鼻喉科小兒科聯合診所,3501010012,臺北市松山區南京東路五段258號,25.051151,121.566471,02-27688749
01,臺北市,樂康診所,3501113410,臺北市士林區中山北路七段17號2樓,25.119121,121.53049,02-25788360
01,臺北市,仁弘耳鼻喉科診所,3501113330,臺北市內湖區內湖路一段737巷50弄37號,25.080693,121.578401,02- 26596360
01,臺北市,林永正診所,3501110777,臺北市內湖區康樂街130號,25.071636,121.619156,02-26315567
01,臺北市,大湖診所,3501113714,臺北市內湖區成功路4段366號,25.084859,121.600356,02-27906002
01,臺北市,康樂診所,3501113410,臺北市內湖區康樂街82號,25.119121,121.53049,02-25788360
01,臺北市,新明診所,3501114042,臺北市內湖區新明路386號,25.054814,121.580235,02-87921282
01,臺北市,國泰醫療財團法人內湖國泰診所,4001110018,臺北市內湖區瑞光路506號,25.079388,121.567826,02-87972121
01,臺北市,日新診所,3501112851,臺北市內湖區成功路5段446號1樓,25.074805,121.607118,02- 26342743
01,臺北市,焉醫師診所,3501113134,臺北市內湖區內湖路2段21號1樓,25.078886,121.579497,02-27932008
01,臺北市,建成診所,3501092890,臺北市大同區長安西路82號,25.050303,121.519183,02-25500712
01,臺北市,羅源彰診所,3501093299,臺北市大同區長安西路137號,25.051407,121.515074,02-25552500
01,臺北市,惟廉診所,3501108213,臺北市中山區北安路607號,25.082387,121.548753,02-25323036
01,臺北市,大直診所,3501103272,臺北市中山區北安路595巷2弄2號,25.082041,121.548329,02-25332339
01,臺北市,北安聯合診所,3501101849,臺北市中山區北安路569-3號1樓,25.080918,121.548304,02- 25337777
01,臺北市,中崙聯合診所,3501100182,臺北市中山區八德路2段303號,25.047343,121.542534,02-27711501
01,臺北市,怡和診所,3501183547,臺北市中正區汀州路二段212號,25.022361,121.523719,02-23625100
01,臺北市,朱小兒科診所,3501181267,臺北市中正區汀州路二段220號1樓,25.022117,121.524002,02-23651810
01,臺北市,永康診所,3501194657,臺北市萬華區桂林路４７號,25.038052,121.504274,02-23123455
01,臺北市,瑞生診所,3501195690,臺北市萬華區西園路二段250號,25.028026,121.494795,02-23012788
01,臺北市,盧漢隆耳鼻喉科診所,3501192144,臺北市萬華區環河南路二段197號,25.032268,121.491752,02-23361363
01,臺北市,青年診所,3501194451,臺北市萬華區中華路2段424號,25.027526,121.506144,02- 23032450
01,臺北市,漢宗小兒科診所,3501192251,臺北市萬華區中華路2段434號,25.027153,121.506505,02-23039022
01,臺北市,快樂兒童診所,3501194424,臺北市萬華區寶興街121號,25.025229,121.494803,02- 23328610
01,臺北市,許孟權小兒科診所,3501192608,臺北市萬華區西藏路107-2號,25.029553,121.503456,02-23393331
01,臺北市,安興診所,3501195332,臺北市萬華區桂林路101號,25.03853,121.501174,02-23111636
01,臺北市,健華診所,3501029922,臺北市大安區和平東路二段255號1樓,25.025002,121.54373,02-27020399
01,臺北市,仁安診所,3501022496,臺北市大安區和平東路二段175巷34號,25.026869,121.541757,02-27065995
01,臺北市,劉耳鼻喉科診所,3501020161,臺北市大安區復興南路2段151巷27號,25.028469,121.544663,02-27546060
01,臺北市,萬通耳鼻喉科診所,3501022825,臺北市大安區延吉街64-2號,25.043365,121.553878,02-27518909
01,臺北市,田嘉程診所,3501028649,臺北市大安區延吉街239號,25.036307,121.555706,02-27018262
01,臺北市,安民家庭醫學科診所,350102E445,臺北市大安區大安路1段65號2樓之1,25.042535,121.546277,02-27218556
01,臺北市,德佑診所,3501174235,臺北市信義區福德街215號,25.038402,121.584719,02-27596037
